,OBJECTID,* Damage,* Street Number,* Street Name,"* Street Type (e.g. road, drive, lane, etc.)",* City,Zip Code,* CAL FIRE Unit,County,Community,Incident Start Date,Structure Defense Actions Taken,* Structure Type,Structure Category,# Units in Structure (if multi unit),* Roof Construction,* Eaves,* Vent Screen,* Exterior Siding,* Window Pane,* Deck/Porch On Grade,* Deck/Porch Elevated,* Patio Cover/Carport Attached to Structure,* Fence Attached to Structure,Distance - Propane Tank to Structure,Distance - Residence to Utility/Misc Structure &gt; 120 SQFT,Assessed Improved Value (parcel),Year Built (parcel),Site Address (parcel),Latitude,Longitude
2153,52476,Destroyed (>50%),15201.0,Eureka,Way,Unincorporated,,SHU,Shasta,Old Shasta,2018-07-23 00:00:00,Fire Department,Utility Misc Structure,Other Minor Structure,,Metal,Unknown,Unknown,Ignition Resistant,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,124266.0,1880.0,15201 EUREKA WAY SHASTA CA 96087,40.6020145135338,-122.497398351592
2154,83580,No Damage,7940.0,Strawberry ,Road,Twin Bridges,95735.0,AEU,El Dorado,,2021-08-14 00:00:00,,Utility Misc Structure,Other Minor Structure,0.0,Wood,Unenclosed,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,72719.0,,7940 STRAWBERRY RD TWIN BRIDGES CA 95735,38.8075641330084,-120.134539016487
2155,87376,Destroyed (>50%),149.0,Pecks Valley ,Road,Greenville,95947.0,LMU,Plumas,,2021-07-13 00:00:00,,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unknown,No Vents,Wood,Multi Pane,Unknown,No Deck/Porch,No Patio Cover/Carport,No Fence,,,19873.0,,149 PECKS VALLEY RD GREENVILLE CA 95947,40.1502148168708,-120.937947899897
2156,2720,Destroyed (>50%),87.0,Webster,Road,,0.0,BTU,Butte,,2020-09-09 00:00:00,,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,40000.0,0.0,"87 WEBSTER RD, BERRY CREEK CA 95916",39.6313270867008,-121.415052391856
2157,102747,No Damage,1738.0,Sonoma,Drive,Altadena,91001.0,LAC,Los Angeles,Altadena,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,No Eaves,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,Combustible,,,114511.0,1926.0,"1738 SONOMA DR, ALTADENA, CA 91001",34.1803015,-118.114763
2158,36795,Destroyed (>50%),6122.0,Lois,Drive,Paradise Southwest B,,BTU,Butte,Paradise,2018-11-08 00:00:00,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,,<30',134900.0,1963.0,6122  LOIS DR   PARADISE CA 95969,39.7680831251252,-121.627948990925
2159,17444,No Damage,6450.0,Berryessa Knoxville,Road,,,LNU,Napa,Napa,2020-08-16 00:00:00,,Utility Misc Structure,Other Minor Structure,,Metal,No Eaves,No Vents,Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,Unknown,,,,6450 BERRYESSA KNOXVILLE RD NAPA CA 94558,38.4995393793628,-122.162878097909
2160,123891,Destroyed (>50%),767.0,Jacon,Way,Pacific Palisades,90272.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,,,160901.0,1956.0,"767 JACON WAY, PACIFIC PALISADES, CA 90272",34.0509395,-118.5470541
2161,123679,No Damage,16451.0,Shadow Mountain,Drive,,0.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Single Family Residence Multi Story,Single Residence,,Tile,Enclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Non Combustible,Non Combustible,,,,,,34.0616852,-118.542206
2162,74739,Destroyed (>50%),19665.0,Singing Hills,Drive,Los Angeles,,LAC,Los Angeles,,2019-10-10 00:00:00,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,Unknown,Stucco/Brick/Cement,Multi Pane,No Deck/Porch,No Deck/Porch,Unknown,No Fence,,,181021.0,1978.0,19665 SINGING HILLS DR PORTER RANCH CA 91326,34.2809167976404,-118.560611902273
2163,44978,Destroyed (>50%),6200.0,Clark,Road,Paradise Central Southeast A,,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Commercial Building Single Story,Nonresidential Commercial,3.0,Asphalt,Unknown,Unknown,Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,362498.0,1988.0,6200  CLARK RD   PARADISE CA 95969,39.7650231310047,-121.602410730017
2164,75090,No Damage,0.0,,,Unincorporated,,LNU,Sonoma,,2019-10-23 00:00:00,,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,518685.0,1952.0,1595 NUTTER RD GEYSERVILLE CA 95441,38.720037713461,-122.880765330689
2165,4834,Destroyed (>50%),13200.0,Oroville Quincy Hwy,,,0.0,BTU,Butte,,2020-09-09 00:00:00,,Single Family Residence Single Story,Single Residence,0.0,Metal,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,21-30,,8902.0,1960.0,"13200 OROVILLE QUINCY HWY, BERRY CREEK CA 95916",39.6981208204621,-121.325971076182
2166,128060,No Damage,841.0,Greentree,Road,Pacific Palisades,90272.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,Unknown,No Patio Cover/Carport,Combustible,,,618751.0,1950.0,"841 GREENTREE RD, PACIFIC PALISADES, CA 90272",34.044566,-118.5156556
2167,80712,Destroyed (>50%),5268.0,Forest View ,Drive,Grizzly Flats,95636.0,AEU,El Dorado,Grizzly Flats ,2021-08-14 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unknown,Unknown,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,131589.0,,5268 FOREST VW GRIZZLY FLATS CA 95636,38.6312388500516,-120.543362711023
2168,43182,Destroyed (>50%),5499.0,Schmale,Lane,Paradise Southwest A,,BTU,Butte,Paradise,2018-11-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,<30',150000.0,1954.0,5499  SCHMALE LN   PARADISE CA 95969,39.7469221092099,-121.638622930336
2169,40619,Destroyed (>50%),1058.0,Pearson,Road,Paradise Central Southeast B,,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,55193.0,1958.0,1058  PEARSON RD   PARADISE CA 95969,39.7503561441245,-121.594110755831
2170,5611,No Damage,6.0,WIshon,Drive,,0.0,TUU,Tulare,Springville,2020-08-19 00:00:00,,Single Family Residence Single Story,Single Residence,0.0,Metal,Unenclosed,No Vents,Wood,Single Pane,Wood,Wood,No Patio Cover/Carport,No Fence,,,0.0,0.0,   ,36.1958424831321,-118.655702374971
2171,29779,Destroyed (>50%),7726.0,Skyway,Drive,Paradise Northwest B,,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Motor Home,Single Residence,,Metal,No Eaves,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,<30',1144440.0,1962.0,7726  SKYWAY     PARADISE CA 95969,39.772076598358,-121.60909192479
2172,96492,No Damage,80.0,Rock Creek ,Road,,0.0,BTU,Butte,,2024-07-24 00:00:00,,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,Unscreened,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,,,120691.0,1985.0,"80 ROCK CREEK RD, CHICO, CA 95973",39.8419959,-121.8368967
2173,129690,Destroyed (>50%),516.0,Erskine ,Drive,Pacific Palisades,90272.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,Unknown,Non Combustible,,,,,"516 ERSKINE DR, PACIFIC PALISADES, CA 90272",34.0415088,-118.5341121
2174,70104,Destroyed (>50%),20740.0,Butts Canyon,Road,Unincorporated,0.0,LNU,Lake,,2015-09-12 00:00:00,,Utility Misc Structure,Other Minor Structure,,Fire Resistant,Unknown,Unknown,,, , , ,,,,81434.0,,20740 S STATE HIGHWAY 29 MIDDLETOWN CA 95461,38.7574158117151,-122.603452404803
2175,164,No Damage,6900.0,Banning Canyon,Road,Banning,,RRU,Riverside,,2020-07-31 00:00:00,,Infrastructure,Infrastructure,,Metal,No Eaves,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,,, BANNING CA 92220,34.0232029663681,-116.888514816906
2176,23621,Destroyed (>50%),225.0,Fern Rock ,Way,,,CZU,Santa Cruz,,2020-08-16 00:00:00,,Multi Family Residence Multi Story,Multiple Residence,,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,Unknown,No Patio Cover/Carport,No Fence,,,22520.0,1978.0,225 FERN ROCK WAY BOULDER CREEK CA 95006,37.144031090582,-122.158399044902
2177,92541,Destroyed (>50%),4485.0,Triangle ,Road,Mariposa,95338.0,MMU,Mariposa,,2022-07-22 00:00:00,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,Unknown,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,30-50',116902.0,0.0,4485 TRIANGLE RD MARIPOSA 95338 CA,37.5108239,-119.89582235
2178,46785,Destroyed (>50%),3895.0,Windermere,Drive,Concow/Yankee Hill,,BTU,Butte,Concow,2018-11-08 00:00:00,Unknown,Mobile Home Double Wide,Single Residence,,Metal,Unknown,Unknown,Ignition Resistant,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,0-10,,8508.0,0.0,NULL  NULL    UNKNOWN CA 00000,39.7895451826359,-121.514825341955
2179,64699,Destroyed (>50%),2115.0,Wedgewood ,Way,Santa Rosa,0.0,LNU,Sonoma,Fountaingrove,2017-10-08 00:00:00,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Unknown,Unknown,Fire Resistant,Unknown, , , ,,,,443140.0,,2115 WEDGEWOOD WAY SANTA ROSA CA 95404,38.4918054263781,-122.702340729943
2180,8517,No Damage,39995.0,Mariposa Lily ,Lane,,0.0,FKU,Fresno,,2020-09-04 00:00:00,,Single Family Residence Multi Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,0.0,0.0,40001 MARIPOSA LILY LN  CA 93664,37.0614860601916,-119.331807926332
2181,127890,Destroyed (>50%),760.0,Iliff,Street,Pacific Palisades,90272.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,53694.0,1933.0,"760 ILIFF ST, PACIFIC PALISADES, CA 90272",34.0431572,-118.5177141
2182,30736,Destroyed (>50%),6415.0,Dora Lee,Lane,Paradise Northwest A,,BTU,Butte,Paradise ,2018-11-08 00:00:00,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,Non Combustible,,,63369.0,1966.0,6415  DORA LEE LN   PARADISE CA 95969,39.7781716596072,-121.593841248669
2183,33865,Destroyed (>50%),5393.0,Sawmill ,Road,Paradise Central Southeast B,,BTU,Butte,Paradise ,2018-11-08 00:00:00,,Mobile Home Single Wide,Single Residence,,Metal,Enclosed,No Vents,Combustible,Single Pane,Masonry/Concrete,Wood,Non Combustible,No Fence,,,1248480.0,1967.0,5393  SAWMILL RD   PARADISE CA 95969,39.7435173039434,-121.589677985824
2184,11925,Destroyed (>50%),580.0,Lommel,Road,,,LNU,Napa,Calistoga,2020-09-27 00:00:00,,Commercial Building Single Story,Nonresidential Commercial,,Metal,Unknown,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,,,54139901.0,1907.0,580 LOMMEL RD CALISTOGA CA 94515,38.5804020941712,-122.510077959538
2185,70608,Destroyed (>50%),2200.0,Mark West Springs,Road,Unincorporated,0.0,LNU,Sonoma,Riebli,2017-10-08 00:00:00,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Unknown,Unknown,Combustible,Unknown, , , ,,,,45250.0,,2200 MARK WEST SPRINGS RD SANTA ROSA CA 95404,38.5399859039742,-122.719546136529
2186,101561,Destroyed (>50%),446.0,Devonwood,Road,Altadena,91001.0,LAC,Los Angeles,,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,Unknown,No Patio Cover/Carport,Non Combustible,,,553559.0,1959.0,"446 DEVONWOOD RD, ALTADENA, CA 91001",34.2058865,-118.1348022
2187,128101,No Damage,2789.0,Mandeville Canyon ,Road,Los Angeles,90049.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Single Family Residence Single Story,Single Residence,,Tile,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,,,501974.0,1956.0,"2789 MANDEVILLE CANYON RD, LOS ANGELES, CA 90049",34.0904661,-118.5039414
2188,85163,No Damage,14795.0,Belden,Road,Belden,95915.0,LMU,Plumas,,2021-07-13 00:00:00,Combination of Actions,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,1631112.0,,14795 BELDEN TOWN RD BELDEN CA 95915,40.0055756001176,-121.250716916822
2189,91825,No Damage,21096.0,Barret Smith,Road,Dulzura,91917.0,MVU,San Diego,,2022-08-31 00:00:00,Other,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,No Vents,Wood,Single Pane,Wood,Wood,Combustible,No Fence,21-30,,0.0,0.0,BARRETT SMITH RD DULZURA 91917 CA,32.60630204,-116.69621515
2190,29350,Destroyed (>50%),1690.0,Bambi ,Lane,Paradise Southeast A,,BTU,Butte,Paradise ,2018-11-08 00:00:00,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,Unknown,Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,7007.0,1969.0,1690  BAMBI LN   PARADISE CA 95969,39.7570393824221,-121.581200853084
2191,106463,No Damage,687.0,Atchison ,Street,Pasadena,91104.0,LAC,Los Angeles,,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,,,162605.0,1913.0,"687 ATCHISON ST, PASADENA, CA 91104",34.1760235,-118.1364896
2192,85761,No Damage,0.0,Chester Juniper Lake,Road,,,LMU,Plumas,Chester,2021-07-13 00:00:00,,Infrastructure,Infrastructure,0.0,Metal,Unenclosed,No Vents,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,,,,40.3202698069465,-121.242763863914
2193,9561,No Damage,11461.0,Platina ,Road,,,SHU,Shasta,,2020-09-27 00:00:00,,Single Family Residence Single Story,Single Residence,,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,,,173941.0,1981.0,11461 PLATINA RD IGO CA 96047,40.4547079131675,-122.63101110165
2194,75480,No Damage,887.0,Prestwick,Court,Windsor,,LNU,Sonoma,Windsor,2019-10-23 00:00:00,,Single Family Residence Multi Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,827742.0,2000.0,887 PRESTWICK CT WINDSOR CA 95492,38.5651042114094,-122.802538514001
2195,94331,Destroyed (>50%),8505.0,Caliente Bodfish ,Road,Havilah,93518.0,KRN,Kern,Havalah,2024-07-24 00:00:00,Unknown,Mobile Home Single Wide,Single Residence,0.0,Metal,No Eaves,No Vents,Wood,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,11-20,,36093.0,1969.0,"8055 CALIENTE BODFISH RD, HAVILAH, CA 93518",35.5006819,-118.522237
2196,63590,Destroyed (>50%),3779.0,Crown Hill ,Drive,Santa Rosa,0.0,LNU,Sonoma,Fountaingrove,2017-10-08 00:00:00,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Unknown,Screened,Fire Resistant,Multi Pane, , , ,,,,844000.0,,3779 CROWN HILL DR SANTA ROSA CA 95404,38.4876947358564,-122.700056651044
2197,67561,Destroyed (>50%),47.0,Via San Arturo,,Unincorporated,0.0,MVU,San Diego,,2017-12-07 00:00:00,,Mobile Home Double Wide,Single Residence,,Fire Resistant,Enclosed,No Vents,Combustible,Multi Pane, , , ,,,,22537.0,,4650 DULIN RD,33.3171093398007,-117.162735720923
2198,69494,Destroyed (>50%),11600.0,Wright ,Place,Unincorporated,0.0,NEU,Nevada,Rough and Ready ,2017-10-09 00:00:00,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,,,,355337.0,,11600 WRIGHT PL ROUGH AND READY CA 95975,39.2368153468278,-121.161663271954
2199,39989,Destroyed (>50%),6662.0,Evergreen ,Lane,Paradise Northwest B,,BTU,Butte,Paradise ,2018-11-08 00:00:00,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,Unknown,No Fence,,,171666.0,1961.0,6662  EVERGREEN LN   PARADISE CA 95969,39.7786541878663,-121.617726912186
2200,314,No Damage,0.0,Grey Fox,Road,Caliente,,KRN,Kern,,2020-08-03 00:00:00,,Utility Misc Structure,Other Minor Structure,,Metal,No Eaves,No Vents,Metal,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,0.0,0.0, ,35.4639384309606,-118.46470970919
2201,94136,No Damage,19019.0,Liberty ,Road,Clements,95227.0,AEU,San Joaquin,,2024-07-19 00:00:00,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,246340.0,0.0,"19019 E LIBERTY RD, CLEMENTS, CA 95227",38.2372228,-121.0833272
2202,29390,Destroyed (>50%),834.0,Regnier ,Lane,Paradise Northwest B,,BTU,Butte,Paradise ,2018-11-08 00:00:00,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,Masonry/Concrete,Masonry/Concrete,Combustible,No Fence,,,98710.0,1962.0,834  REGNIER LN   PARADISE CA 95969,39.774633499648,-121.618225141199
2203,83724,No Damage,50499.0,Kirkwood Lake ,Road,Pioneer,95666.0,AEU,Amador,,2021-08-14 00:00:00,,Single Family Residence Single Story,Single Residence,0.0,Wood,Unenclosed,No Vents,Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,,6836.0,,50499 KIRKWOOD LAKE RD PIONEER CA 95666,38.7070812168226,-120.08440355
2204,16373,Destroyed (>50%),2251.0,Dollarhide ,Road,,,LNU,Napa,Saint Helena,2020-08-16 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,,Metal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Fence,,,75425.0,1910.0,2551 DOLLARHIDE RD SAINT HELENA CA 94574,38.617705778122,-122.342496689923
2205,66463,Destroyed (>50%),1624.0,Brandee,Lane,Santa Rosa,0.0,LNU,Sonoma,Coffey Park,2017-10-08 00:00:00,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Unenclosed,Screened,Combustible,Single Pane, , , ,,,,210816.0,,1624 BRANDEE LN SANTA ROSA CA 95403,38.480899210714,-122.749991168893
2206,4952,Destroyed (>50%),0.0,Unknown,,,0.0,BTU,Butte,,2020-09-09 00:00:00,,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,10044.0,1970.0,No Address Available,39.657309672133,-121.313802211679
2207,36727,Destroyed (>50%),1560.0,Sunny Acres,Road,Paradise Central Southeast B,,BTU,Butte,Paradise ,2018-11-08 00:00:00,,Utility Misc Structure,Other Minor Structure,,Metal,No Eaves,No Vents,Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,18906.0,1973.0,1560  SUNNY ACRES RD   PARADISE CA 95969,39.7376467292452,-121.586285960786
2208,115899,No Damage,1639.0,Gaywood ,Drive,Altadena,91001.0,LAC,Los Angeles,,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,,,725158.0,1953.0,"1639 GAYWOOD DR, ALTADENA, CA 91001",34.1924303,-118.1170258
2209,13201,No Damage,4125.0,Silverado ,Trail,,,LNU,Napa,,2020-09-27 00:00:00,,Utility Misc Structure,Other Minor Structure,,Metal,No Eaves,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,11-20,,1633393.0,1978.0,4125 SILVERADO TRL CALISTOGA CA 94515,38.573110304433,-122.520028957266
2210,110317,Destroyed (>50%),41.0,W Harriet,Street,Altadena,91001.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Stucco Brick Cement,Unknown,Unknown,Unknown,Unknown,Non Combustible,,,125804.0,1925.0,"41 W HARRIET ST, ALTADENA, CA 91001",34.1908189,-118.1501519
2211,85111,No Damage,6162.0,Highway 70,Other,Storrie,95980.0,LMU,Plumas,,2021-07-13 00:00:00,Engine Company Actions,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,Wood,Wood,No Patio Cover/Carport,Non Combustible,11-20,,84858.0,,6162 STATE HIGHWAY 70 STORRIE CA 95980,39.9323105664826,-121.315246883217
2212,80481,No Damage,1111.0,Sierra At Tahoe ,Road,,0.0,AEU,El Dorado,,2021-08-14 00:00:00,,Utility Misc Structure,Other Minor Structure,0.0,Metal,No Eaves,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,18482875.0,,1111 SIERRA AT TAHOE RD CA,38.7987496898766,-120.081389328523
2213,404,No Damage,22347.0,Indian Oak,Loop,Caliente ,,KRN,Kern,,2020-08-03 00:00:00,,Single Family Residence Single Story,Single Residence,,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,,112200.0,1982.0,100 INDIAN OAK LOOP CALIENTE CA 93518,35.4412089345577,-118.522881364071
2214,128276,Destroyed (>50%),14935.0,Whitfield ,Avenue,Pacific Palisades,90272.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Single Family Residence Single Story,Single Residence,,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,,,563661.0,1939.0,"14935 WHITFIELD AVE, PACIFIC PALISADES, CA 90272",34.0521427,-118.5230511
2215,112591,No Damage,1238.0,E Mendocino ,Street,Altadena,91001.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,Combustible,,,51748.0,1954.0,"1238 E MENDOCINO ST, ALTADENA, CA 91001",34.1853804,-118.1251497
