,OBJECTID,* Damage,* Street Number,* Street Name,"* Street Type (e.g. road, drive, lane, etc.)",* City,Zip Code,* CAL FIRE Unit,County,Community,Incident Start Date,Structure Defense Actions Taken,* Structure Type,Structure Category,# Units in Structure (if multi unit),* Roof Construction,* Eaves,* Vent Screen,* Exterior Siding,* Window Pane,* Deck/Porch On Grade,* Deck/Porch Elevated,* Patio Cover/Carport Attached to Structure,* Fence Attached to Structure,Distance - Propane Tank to Structure,Distance - Residence to Utility/Misc Structure &gt; 120 SQFT,Assessed Improved Value (parcel),Year Built (parcel),Site Address (parcel),Latitude,Longitude
2084,23368,No Damage,16901.0,Big Basin,Way,,,CZU,Santa Cruz,,2020-08-16 00:00:00,,Commercial Building Single Story,Nonresidential Commercial,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,82961.0,,16901 BIG BASIN WAY BOULDER CREEK CA 95006,37.1535343063247,-122.162526712903
2085,3329,Destroyed (>50%),281.0,Sucker Run,Road,,0.0,BTU,Butte,Feather Falls,2020-09-09 00:00:00,,Mobile Home Double Wide,Single Residence,0.0,Metal,No Eaves,No Vents,Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,21-30,,7816.0,1968.0,"281 SUCKER RUN RD, FEATHER FALLS CA 95966",39.5851863990599,-121.26620813842
2086,61536,Destroyed (>50%),485.0,Biltmore,Street,Santa Rosa,0.0,LNU,Sonoma,Fountaingrove,2017-10-08 00:00:00,,Mobile Home Single Wide,Single Residence,,Fire Resistant,Unknown,Unknown,Fire Resistant,Unknown, , , ,,,,20551.0,,518 ANGELUS ST SANTA ROSA CA 95403,38.4738127085368,-122.729164053323
2087,64498,Destroyed (>50%),16505.0,Big Bear,Road,Lower Lake,95457.0,LNU,Lake,,2016-08-13 00:00:00,,Single Family Residence Single Story,Single Residence,,Unknown,,,Fire Resistant,Single Pane, , , ,,,,101998.0,,16505 BIG BEAR RD LOWER LAKE CA 95457,38.9137696536403,-122.60382267599
2088,100663,Destroyed (>50%),676.0,West Highland,Drive,Camarillo,93010.0,VNC,Ventura,,2024-11-06 00:00:00,,Single Family Residence Single Story,Single Residence,0.0,Concrete,Unknown,Unknown,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,173473.0,2002.0,"676 W HIGHLAND DR, CAMARILLO, CA 93010",34.2482557,-119.0527767
2089,103705,No Damage,2100.0,Pasadena Glen,Road,Pasadena,91107.0,LAC,Los Angeles,,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,167467.0,1987.0,"2100 PASADENA GLEN RD, PASADENA, CA 91107",34.1814492,-118.0794257
2090,14626,No Damage,2610.0,Summit Lake,Drive,,,LNU,Napa,,2020-09-27 00:00:00,Engine Company Actions,Commercial Building Single Story,Nonresidential Commercial,,Metal,Enclosed,No Vents,Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,No Fence,>30,,1827489.0,1991.0,2600 SUMMIT LAKE DR ANGWIN CA 94508,38.6051379978863,-122.472722874005
2091,62176,Destroyed (>50%),3639.0,Crown Hill,Drive,Santa Rosa,0.0,LNU,Sonoma,Fountaingrove,2017-10-08 00:00:00,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Unknown,Screened,Combustible,Multi Pane, , , ,,,,691678.0,,3639 CROWN HILL DR SANTA ROSA CA 95404,38.4844918085404,-122.70289638915
2092,40173,Destroyed (>50%),880.0,Buschman,Lane,Paradise Central Southwest B,,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,Unknown,Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,<30',158100.0,1930.0,880  BUSCHMANN RD   PARADISE CA 95969,39.7482861347066,-121.616453187352
2093,8397,No Damage,52169.0,Nibblock ,Lane,,0.0,FKU,Fresno,Big Creek,2020-09-04 00:00:00,,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,0.0,0.0, SHAVER LAKE CA 93664,37.1938519049309,-119.256885064751
2094,62543,Destroyed (>50%),3405.0,Mt Veeder,Street,Unincorporated,0.0,LNU,Napa,,2017-10-08 00:00:00,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Unenclosed,Screened,Combustible,Single Pane, , , ,,,,152884.0,1959.0,3405 MOUNT VEEDER RD,38.3830658331948,-122.43322466692
2095,30240,Destroyed (>50%),5521.0,Rockford Lane,Lane,Paradise Southeast B,,BTU,Butte,Paradise,2018-11-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,,Metal,Unenclosed,Unknown,Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,220969.0,1979.0,5521  ROCKFORD LN   PARADISE CA 95969,39.7477853867591,-121.574499504608
2096,43727,Destroyed (>50%),5974.0,N. Libby ,Road,Paradise Central Southeast A,,BTU,Butte,Paradise,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,45129.0,1949.0,5974 N LIBBY RD   PARADISE CA 95969,39.7630165361323,-121.59338074261
2097,105905,Destroyed (>50%),928.0,E Palm,Street,Altadena,91001.0,LAC,Los Angeles,,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,0.0,Tile,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,Unknown,Combustible,,,283817.0,1937.0,"928 E PALM ST, ALTADENA, CA 91001",34.192475,-118.1303834
2098,66815,Destroyed (>50%),1905.0,Sansone,Drive,Santa Rosa,0.0,LNU,Sonoma,Coffey Park,2017-10-08 00:00:00,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Unknown,Unknown,Combustible,Multi Pane, , , ,,,,191404.0,,1905 SANSONE DR SANTA ROSA CA 95403,38.4711342501326,-122.74896016256
2099,112853,Destroyed (>50%),2530.0,Lincoln,Avenue,Altadena,91001.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,295365.0,1923.0,"2530 LINCOLN AVE, ALTADENA, CA 91001",34.1889726,-118.1586332
2100,62462,Destroyed (>50%),7468.0,Old Immigrant,Trail,Mountain Ranch,95246.0,TCU,Calaveras,Mountain Ranch,2015-09-09 00:00:00,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Unknown,Unknown,Combustible,Single Pane, , , ,,,,112000.0,,7468 OLD EMIGRANT TRL W MOUNTAIN RANCH CA 95246,38.2669615604713,-120.517984069962
2101,59705,Destroyed (>50%),4824.0,Guadalupe Fire,Road,Catheys Valley,95306.0,MMU,Mariposa,Mariposa,2017-07-16 00:00:00,,Utility Misc Structure,Other Minor Structure,,Fire Resistant,Unknown,Unknown,Fire Resistant,Single Pane, , , ,,,,92825.0,,4824 GUADALUPE FIRE RD CATHEYS VALLEY CA 95306,37.4640847597679,-120.053747480019
2102,122843,No Damage,843.0,Enchanted Way,Road,Pacific Palisades,90272.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,,,278433.0,1957.0,"843 ENCHANTED WAY, PACIFIC PALISADES, CA 90272",34.0520164,-118.5493262
2103,18238,Destroyed (>50%),7020.0,Bucktown ,Lane,,,LNU,Solano,Vacaville ,2020-08-16 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,,Tile,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,>50',269106.0,1991.0,7020 BUCKTOWN LN VACAVILLE CA 95688,38.398818792062,-122.024959737067
2104,120950,Destroyed (>50%),324.0,Via De La Paz,,Pacific Palisades,90272.0,LAC,Los Angeles,,2025-01-07 08:02:01,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Unknown,Masonry/Concrete,Masonry/Concrete,Combustible,No Fence,,<30',173076.0,1951.0,"324 VIA DE LA PAZ, PACIFIC PALISADES, CA 90272",34.0366207,-118.5294134
2105,5160,Destroyed (>50%),54424.0,Hossack,,,0.0,TUU,Tulare,,2020-08-19 00:00:00,,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Unknown,Single Pane,Wood,Wood,Combustible,No Fence,11-20,<30',160000.0,2000.0,54448 HOSSACK SPRINGVILLE CA 93265,36.1799756959203,-118.630833869193
2106,88260,Destroyed (>50%),13592.0,Old Oregon ,Trail,Redding,96003.0,SHU,Shasta,,2021-09-22 00:00:00,,Mobile Home Triple Wide,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Metal,Multi Pane,Wood,Wood,Non Combustible,Non Combustible,,,30000.0,,13592 OLD OREGON TRL REDDING CA 96003,40.6833123672394,-122.317229473194
2107,64052,Destroyed (>50%),1210.0,Nuns Canyon,Road,Unincorporated,0.0,LNU,Sonoma,Glen Ellen,2017-10-08 00:00:00,,Utility Misc Structure,Other Minor Structure,,Fire Resistant,Unknown,Unknown,Combustible,Unknown, , , ,,,,288956.0,1914.0,1210 NUNS CANYON RD,38.3945741281524,-122.515187255277
2108,4438,Destroyed (>50%),120.0,Swedes Ranch ,Road,,0.0,BTU,Butte,Berry Creek ,2020-09-09 00:00:00,,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,No Vents,Metal,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,0-10,30-50',123425.0,1983.0,"120 SWEDE RANCH RD, BERRY CREEK CA 95916",39.6181072529319,-121.382790968682
2109,52397,Destroyed (>50%),,Ruggles ,Road,Unincorporated,,SHU,Shasta,Shasta ,2018-07-23 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,0.0,Tile,Unknown,Unknown,Ignition Resistant,Unknown,Unknown,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,,218262.0,1987.0,,40.5829472812025,-122.496767018305
2110,94079,No Damage,123456.0,Ammon Ridge ,Road,,0.0,HUU,Humboldt,Willow Creek ,2024-07-15 00:00:00,Engine Company Actions,Single Family Residence Multi Story,Single Residence,0.0,Metal,Unenclosed,Unscreened,Metal,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,21-30,,100478.0,0.0,,40.7921678,-123.672927
2111,93353,No Damage,44729.0,Golden State,Other,Lancaster,93536.0,LAC,Los Angeles,,2024-06-15 00:00:00,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,Unscreened,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,0.0,1949.0,"44729 GOLDEN STATE HWY, LANCASTER, CA 93536",34.7173581,-118.8038389
2112,120319,Destroyed (>50%),550.0,Mount Holyoke,Avenue,Pacific Palisades,90272.0,LAC,Los Angeles,,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,0.0,Tile,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Unknown,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Combustible,,,393645.0,1952.0,"550 MOUNT HOLYOKE AVE, PACIFIC PALISADES, CA 90272",34.0393934,-118.5297081
2113,33055,Destroyed (>50%),1255.0,Deer,Lane,Paradise Northwest B,,BTU,Butte,Paradise ,2018-11-08 00:00:00,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Non Combustible,,,60778.0,1982.0,1255  DEER LN   PARADISE CA 95969,39.780942706384,-121.600292249252
2114,15491,Destroyed (>50%),4029.0,Cantelow,Road,,,LNU,Solano,Vacaville ,2020-08-16 00:00:00,,Utility Misc Structure,Other Minor Structure,,Metal,Enclosed,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,84604.0,1963.0,4029 CANTELOW RD VACAVILLE CA 95688,38.4171750766563,-122.0054686957
2115,95622,Destroyed (>50%),30601.0,Oak Creek,Road,Paynes Creek,96075.0,TGU,Tehama,,2024-07-24 00:00:00,,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unknown,Unknown,Metal,Unknown,No Deck/Porch,No Deck/Porch,Unknown,No Fence,,,27429.0,1920.0,"30601 PLUM CREEK RD, PAYNES CREEK, CA 96075",40.2960218,-121.9139361
2116,119086,No Damage,1104.0,Rose,Avenue,Pasadena,91107.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,,,510000.0,1989.0,"1104 ROSE AVE, PASADENA, CA 91107",34.165161,-118.0936439
2117,109375,No Damage,52.0,Ventura ,Street,Altadena,91001.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,35793.0,1950.0,"52 VENTURA ST, ALTADENA, CA 91001",34.1883688,-118.1514072
2118,47363,Destroyed (>50%),6810.0,Mayhew,Court,Paradise Northwest A,,BTU,Butte,Paradise,2018-11-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,<30',90861.0,2001.0,6810  MAYHEW CT   PARADISE CA 95969,39.7826242474394,-121.5892481743
2119,127368,Destroyed (>50%),1015.0,Embury,Street,Pacific Palisades,90272.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,,<30',159714.0,1938.0,"1015 EMBURY ST, PACIFIC PALISADES, CA 90272",34.0474811,-118.5235085
2120,61911,Destroyed (>50%),539.0,Valley View ,Way,Ventura,0.0,VNC,Ventura,Ventura ,2017-12-04 00:00:00,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Unenclosed,Unknown,Fire Resistant,Unknown, , , ,,,,60868.0,1965.0,539 VALLEY VIEW WY VENTURA CA 93003,34.2861846704121,-119.223334221377
2121,26827,No Damage,9.0,Esternay ,Drive,,,ORC,Orange,,2020-10-26 00:00:00,,Single Family Residence Multi Story,Single Residence,,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,,,299856.0,1995.0,9 ESTERNAY DR FOOTHILL RANCH CA 92610,33.6873087036022,-117.657225066928
2122,19777,No Damage,3322.0,Chiles Pope Valley,Road,,,LNU,Napa,Saint Helena,2020-08-16 00:00:00,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,2174968.0,,3322 CHILES POPE VALLEY RD SAINT HELENA CA 94574,38.5406945619297,-122.334040906544
2123,15946,No Damage,7088.0,Pleasants Valley,Road,,,LNU,Solano,,2020-08-16 00:00:00,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,2175000.0,2001.0,7088 PLEASANTS VALLEY RD VACAVILLE CA 95688,38.4035435948942,-122.037217142219
2124,61252,Destroyed (>50%),4300.0,Mountain Home Ranch,Road,Unincorporated,0.0,LNU,Sonoma,Franz Valley,2017-10-08 00:00:00,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Unknown,Screened,Combustible,Multi Pane, , , ,,,,406579.0,,4300 MOUNTAIN HOME RANCH RD CALISTOGA CA 94515,38.5719628780447,-122.643230018484
2125,42649,Destroyed (>50%),37.0,Vista Village ,Drive,Paradise Southwest A,,BTU,Butte,Paradise,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,,,70461.0,1987.0,37  VISTA VILLAGE DR   PARADISE CA 95969,39.7434273753273,-121.653397159793
2126,27123,No Damage,134.0,Coralwood,,,,ORC,Orange,,2020-10-26 00:00:00,Unknown,Multi Family Residence Multi Story,Multiple Residence,7.0,Tile,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,No Fence,,,196568.0,2009.0,62 CORALWOOD IRVINE CA 92618,33.7007252627697,-117.733058165335
2127,20243,No Damage,19655.0,Woodcrest,Drive,,,BEU,Monterey,,2020-08-16 00:00:00,,Single Family Residence Multi Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,659348.0,2002.0,19655 WOODCREST DR SALINAS CA 93908,36.6002025220799,-121.649836083496
2128,10876,No Damage,38.0,Hillcrest,Road,,,LNU,Napa,,2020-09-27 00:00:00,,Single Family Residence Single Story,Single Residence,,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,24365.0,1940.0,38 HILLCREST RD SAINT HELENA CA 94574,38.5425280877979,-122.472212674942
2129,109832,No Damage,2420.0,E Woodlyn,Road,Pasadena,91104.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Non Combustible,,,141211.0,1949.0,"2420 E WOODLYN RD, PASADENA, CA 91104",34.166832,-118.1006566
2130,44336,Destroyed (>50%),494.0,Nunneley,Road,Paradise Central Southwest B,,BTU,Butte,Paradise,2018-11-08 00:00:00,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,No Vents,Ignition Resistant,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,67626.0,1969.0,498  NUNNELEY RD   PARADISE CA 95969,39.7556839445778,-121.614893441626
2131,124573,No Damage,20700.0,Pacific Coast,Highway,Malibu,90265.0,LAC,Los Angeles,Malibu ,2025-01-07 08:02:01,,Multi Family Residence Multi Story,Multiple Residence,6.0,Asphalt,Enclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,Combustible,Combustible,,<30',266286.0,1962.0,"20700 PACIFIC COAST HWY, MALIBU, CA 90265",34.0376836,-118.6251723
2132,44000,Destroyed (>50%),1543.0,Adams,Road,Paradise Northeast A,,BTU,Butte,Paradise ,2018-11-08 00:00:00,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,Unscreened,Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,70014.0,1955.0,1543  ADAMS RD   PARADISE CA 95969,39.7825086693549,-121.587083096124
2133,112030,No Damage,2761.0,Glen,Avenue,Altadena,91001.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,,,102522.0,1928.0,"2759 GLEN AVE, ALTADENA, CA 91001",34.192848,-118.1535198
2134,10684,No Damage,20.0,Hillcrest,Road,,,LNU,Napa,,2020-09-27 00:00:00,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,Unscreened,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,,,18472.0,1922.0,20 HILLCREST RD SAINT HELENA CA 94574,38.5407951168597,-122.472270933383
2135,57858,Destroyed (>50%),6304.0,Silverado,Trail,Unincorporated,0.0,LNU,Napa,,2017-10-08 00:00:00,,Utility Misc Structure,Other Minor Structure,,Fire Resistant,Unknown,Screened,Unknown,Unknown, , , ,,,,288600.0,1896.0,6304 SILVERADO TRL,38.4259765101761,-122.334654202558
2136,106695,Destroyed (>50%),2617.0,Raymond ,Avenue,Altadena,91001.0,LAC,Los Angeles,,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Unknown,Unknown,No Patio Cover/Carport,No Fence,,,182191.0,1929.0,"2617 RAYMOND AVE, ALTADENA, CA 91001",34.1894988,-118.1461345
2137,109563,No Damage,390.0,W Woodbury,Road,Altadena,91001.0,LAC,Los Angeles,,2025-01-07 08:02:01,Unknown,Utility Misc Structure,Other Minor Structure,1.0,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,Non Combustible,,,141832.0,1946.0,"390 W WOODBURY RD, ALTADENA, CA 91001",34.1823713,-118.1590153
2138,70680,Destroyed (>50%),8828.0,Gold Creek,Road,Unincorporated,0.0,LAC,Los Angeles,,2017-12-05 00:00:00,,Utility Misc Structure,Other Minor Structure,,Fire Resistant,Unknown,No Vents,Combustible,Single Pane, , , ,,,,149119.0,2001.0,8828 GOLD CREEK RD LAKE VIEW TERRACE CA 91342,34.318972468268,-118.328284919678
2139,103544,No Damage,69.0,W Carter,Avenue,Sierra Madre,91024.0,LAC,Los Angeles,,2025-01-07 08:02:01,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Other,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Combustible,,<30',169585.0,1947.0,"69 W CARTER AVE, SIERRA MADRE, CA 91024",34.1708743,-118.0540242
2140,67995,Destroyed (>50%),3410.0,Mt Veeder,Road,Unincorporated,0.0,LNU,Napa,,2017-10-08 00:00:00,,Utility Misc Structure,Other Minor Structure,,Fire Resistant,Not Applicable,Screened,Combustible,Single Pane, , , ,,,,1031709.0,0.0,3410 MOUNT VEEDER RD,38.3846591480148,-122.422755362832
2141,59868,Destroyed (>50%),11064.0,Prospector,Road,Unincorporated,0.0,NEU,Nevada,Rough  and  Ready ,2017-10-09 00:00:00,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,,,,4448.0,,11064 PROSPECTOR RD ROUGH AND READY CA 95975,39.2355453637645,-121.156716474263
2142,117468,Destroyed (>50%),1155.0,Dolores,Drive,Altadena,91001.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Single Family Residence Multi Story,Single Residence,,Tile,Enclosed,Unknown,Stucco Brick Cement,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,867000.0,1931.0,"1155 DOLORES DR, ALTADENA, CA 91001",34.1956169,-118.1261284
2143,16028,No Damage,1010.0,Arroyo Grande ,Drive,,,LNU,Napa,Napa,2020-08-16 00:00:00,Engine Company Actions,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,289000.0,1992.0,1010 ARROYO GRANDE DR NAPA CA 94558,38.514431734912,-122.187678797053
2144,75041,No Damage,10877.0,Pine Flat,Road,Unincorporated,,LNU,Sonoma,Geyserville,2019-10-23 00:00:00,Engine Company Actions,Single Family Residence Single Story,Single Residence,0.0,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,Wood,Combustible,No Fence,,30-50',14642.0,1961.0,,38.7475916644206,-122.770938788967
2145,66938,Destroyed (>50%),3740.0,Espresso,Court,Santa Rosa,0.0,LNU,Sonoma,Coffey Park,2017-10-08 00:00:00,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Unknown,Unknown,Combustible,Multi Pane, , , ,,,,294000.0,,3740 ESPRESSO CT SANTA ROSA CA 95403,38.481990377348,-122.749722366909
2146,97124,No Damage,74.0,San Miguel,Drive,Camarillo,93010.0,VNC,Ventura,,2024-11-06 00:00:00,,Single Family Residence Multi Story,Single Residence,0.0,Tile,Enclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Non Combustible,Combustible,,,388069.0,2003.0,"74 SAN MIGUEL DR, CAMARILLO, CA 93010",34.2441532,-119.0510446
2147,102805,Destroyed (>50%),340.0,Vinehill,Drive,Altadena,91001.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Utility Misc Structure,Other Minor Structure,,Asphalt,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,,30-50',77253.0,1963.0,"340 VINEHILL DR, ALTADENA, CA 91001",34.2054638,-118.1370339
2148,20640,No Damage,0.0,,,,,CZU,Santa Cruz,,2020-08-16 00:00:00,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,104078.0,1970.0,2576 PINE FLAT RD SANTA CRUZ CA 95060,37.0744748325829,-122.142115974551
2149,86232,No Damage,5426.0,Genesee ,Road,Taylorsville,95983.0,LMU,Plumas,,2021-07-13 00:00:00,,Single Family Residence Single Story,Single Residence,0.0,Metal,Unenclosed,No Vents,Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,,,20603.0,,5426 GENESEE RD TAYLORSVILLE CA 95983,40.0493474243643,-120.786743813532
2150,105239,No Damage,336.0,W Montana ,Street,Pasadena,91103.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,Unknown,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,Non Combustible,Non Combustible,,,114626.0,1913.0,"336 W MONTANA ST, PASADENA, CA 91103",34.1804637,-118.1579487
2151,10601,Destroyed (>50%),753.0,Sunnyside,Road,,,LNU,Napa,Deer Park,2020-09-27 00:00:00,,Utility Misc Structure,Other Minor Structure,,Metal,Unknown,Unknown,Wood,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,151879.0,1956.0,753 SUNNYSIDE RD SAINT HELENA CA 94574,38.5373302203571,-122.465586468742
2152,130148,Destroyed (>50%),1290.0,Monument,Street,Pacific Palisades,90272.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Unknown,Unknown,Unknown,Unknown,,,265596.0,1954.0,"1290 MONUMENT ST, PACIFIC PALISADES, CA 90272",34.0533471,-118.5235962
